time	V(n002)	V(n003)
8.172271440671148e-06	-9.913820e-01	5.431615e-03
8.367583940671148e-06	-8.701254e-01	4.906527e-03
8.562896440671149e-06	-7.386571e-01	4.362972e-03
8.758208940671149e-06	-5.974069e-01	3.802996e-03
8.953521440671150e-06	-4.468745e-01	3.228706e-03
9.148833940671150e-06	-2.876271e-01	2.642264e-03
9.344146440671151e-06	-1.202974e-01	2.045877e-03
9.539458940671151e-06	5.441965e-02	1.441790e-03
9.734771440671152e-06	2.357697e-01	8.322762e-04
9.930083940671152e-06	4.229425e-01	2.196301e-04
1.012539644067115e-05	6.150759e-01	-3.938426e-04
1.051602144067115e-05	1.010540e+00	-1.614038e-03
1.071133394067115e-05	1.211922e+00	-2.216168e-03
1.090664644067115e-05	1.414381e+00	-2.809956e-03
1.110195894067116e-05	1.616857e+00	-3.393169e-03
1.129727144067116e-05	1.818268e+00	-3.963611e-03
1.149258394067116e-05	2.017515e+00	-4.519134e-03
1.168789644067116e-05	2.213482e+00	-5.057648e-03
1.188320894067116e-05	2.405046e+00	-5.577127e-03
1.207852144067116e-05	2.591082e+00	-6.075614e-03
1.227383394067116e-05	2.770468e+00	-6.551235e-03
1.246914644067116e-05	2.942092e+00	-7.002197e-03
1.266445894067116e-05	3.104857e+00	-7.426805e-03
1.285977144067116e-05	3.257690e+00	-7.823461e-03
1.305508394067116e-05	3.399544e+00	-8.190671e-03
1.325039644067116e-05	3.529408e+00	-8.527053e-03
1.344570894067116e-05	3.646311e+00	-8.831340e-03
1.364102144067116e-05	3.749329e+00	-9.102389e-03
1.383633394067116e-05	3.837594e+00	-9.339178e-03
1.403164644067116e-05	3.910294e+00	-9.540817e-03
1.422695894067116e-05	3.966684e+00	-9.706547e-03
1.442227144067116e-05	4.006092e+00	-9.835742e-03
1.461758394067116e-05	4.027918e+00	-9.927919e-03
1.481289644067117e-05	4.031647e+00	-9.982729e-03
1.520352144067117e-05	3.983181e+00	-9.979567e-03
1.559414644067116e-05	3.858344e+00	-9.826302e-03
1.578945894067116e-05	3.766969e+00	-9.694014e-03
1.598477144067116e-05	3.656319e+00	-9.525240e-03
1.618008394067116e-05	3.526541e+00	-9.320616e-03
1.637539644067116e-05	3.377882e+00	-9.080910e-03
1.657070894067116e-05	3.210692e+00	-8.807027e-03
1.676602144067116e-05	3.025419e+00	-8.499995e-03
1.696133394067116e-05	2.822608e+00	-8.160971e-03
1.715664644067115e-05	2.602900e+00	-7.791232e-03
1.735195894067115e-05	2.367030e+00	-7.392168e-03
1.754727144067115e-05	2.115820e+00	-6.965281e-03
1.774258394067115e-05	1.850178e+00	-6.512179e-03
1.793789644067115e-05	1.571093e+00	-6.034567e-03
1.813320894067115e-05	1.279632e+00	-5.534241e-03
1.832852144067115e-05	9.769331e-01	-5.013086e-03
1.852383394067115e-05	6.642005e-01	-4.473063e-03
1.871914644067114e-05	3.427016e-01	-3.916204e-03
1.891445894067114e-05	1.376059e-02	-3.344606e-03
1.910977144067114e-05	-3.212472e-01	-2.760419e-03
1.950039644067114e-05	-1.003736e+00	-1.563114e-03
1.989102144067114e-05	-1.692935e+00	-3.422994e-04
2.028164644067114e-05	-2.376540e+00	8.836643e-04
2.067227144067113e-05	-3.041960e+00	2.096337e-03
2.086758394067113e-05	-3.363883e+00	2.691974e-03
2.106289644067113e-05	-3.676507e+00	3.277479e-03
2.125820894067113e-05	-3.978263e+00	3.850648e-03
2.145352144067113e-05	-4.267608e+00	4.409324e-03
2.164883394067113e-05	-4.543024e+00	4.951404e-03
2.184414644067113e-05	-4.803031e+00	5.474849e-03
2.203945894067112e-05	-5.046196e+00	5.977687e-03
2.223477144067112e-05	-5.271134e+00	6.458027e-03
2.243008394067112e-05	-5.476525e+00	6.914060e-03
2.262539644067112e-05	-5.661117e+00	7.344070e-03
2.282070894067112e-05	-5.823736e+00	7.746439e-03
2.301602144067112e-05	-5.963296e+00	8.119652e-03
2.321133394067112e-05	-6.078802e+00	8.462304e-03
2.340664644067112e-05	-6.169363e+00	8.773107e-03
2.360195894067112e-05	-6.234197e+00	9.050889e-03
2.379727144067111e-05	-6.272635e+00	9.294606e-03
2.399258394067111e-05	-6.284132e+00	9.503339e-03
2.438320894067111e-05	-6.224751e+00	9.812851e-03
2.477383394067111e-05	-6.054280e+00	9.974768e-03
2.516445894067111e-05	-5.773108e+00	9.986656e-03
2.555508394067110e-05	-5.383821e+00	9.848335e-03
2.594570894067110e-05	-4.891149e+00	9.561885e-03
2.614102144067110e-05	-4.608085e+00	9.364374e-03
2.633633394067110e-05	-4.301863e+00	9.131616e-03
2.653164644067110e-05	-3.973622e+00	8.864489e-03
2.672695894067110e-05	-3.624602e+00	8.563999e-03
2.692227144067110e-05	-3.256142e+00	8.231276e-03
2.711758394067109e-05	-2.869670e+00	7.867572e-03
2.731289644067109e-05	-2.466698e+00	7.474256e-03
2.750820894067109e-05	-2.048812e+00	7.052809e-03
2.770352144067109e-05	-1.617668e+00	6.604816e-03
2.789883394067109e-05	-1.174982e+00	6.131965e-03
2.809414644067109e-05	-7.225276e-01	5.636034e-03
2.828945894067109e-05	-2.621250e-01	5.118890e-03
2.848477144067109e-05	2.043611e-01	4.582481e-03
2.887539644067108e-05	1.147946e+00	3.460002e-03
2.926602144067108e-05	2.092667e+00	2.285482e-03
2.965664644067108e-05	3.022629e+00	1.076586e-03
3.004727144067108e-05	3.921782e+00	-1.485021e-04
3.043789644067107e-05	4.774116e+00	-1.371357e-03
3.082852144067107e-05	5.563888e+00	-2.573586e-03
3.121914644067107e-05	6.275885e+00	-3.737105e-03
3.141445894067107e-05	6.598185e+00	-4.298850e-03
3.160977144067107e-05	6.895737e+00	-4.844415e-03
3.180508394067107e-05	7.166933e+00	-5.371747e-03
3.200039644067107e-05	7.410264e+00	-5.878860e-03
3.219570894067107e-05	7.624329e+00	-6.363847e-03
3.239102144067107e-05	7.807847e+00	-6.824882e-03
3.258633394067106e-05	7.959666e+00	-7.260229e-03
3.278164644067106e-05	8.078776e+00	-7.668251e-03
3.297695894067106e-05	8.164312e+00	-8.047411e-03
3.317227144067106e-05	8.215567e+00	-8.396283e-03
3.336758394067106e-05	8.231988e+00	-8.713553e-03
3.356289644067106e-05	8.213190e+00	-8.998026e-03
3.375820894067106e-05	8.158957e+00	-9.248634e-03
3.395352144067106e-05	8.069242e+00	-9.464432e-03
3.414883394067105e-05	7.944171e+00	-9.644607e-03
3.434414644067105e-05	7.784050e+00	-9.788482e-03
3.453945894067105e-05	7.589355e+00	-9.895517e-03
3.473477144067105e-05	7.360732e+00	-9.965305e-03
3.493008394067105e-05	7.098999e+00	-9.997588e-03
3.512539644067105e-05	6.805133e+00	-9.992241e-03
3.532070894067105e-05	6.480267e+00	-9.949286e-03
3.571133394067105e-05	5.742771e+00	-9.751339e-03
3.610195894067104e-05	4.898266e+00	-9.406721e-03
3.649258394067104e-05	3.960303e+00	-8.920618e-03
3.668789644067104e-05	3.460915e+00	-8.626714e-03
3.688320894067104e-05	2.943884e+00	-8.300341e-03
3.707852144067104e-05	2.411261e+00	-7.942727e-03
3.727383394067104e-05	1.865150e+00	-7.555218e-03
3.746914644067103e-05	1.307701e+00	-7.139274e-03
3.766445894067103e-05	7.411060e-01	-6.696459e-03
3.785977144067103e-05	1.675897e-01	-6.228440e-03
3.805508394067103e-05	-4.105926e-01	-5.736978e-03
3.844570894067103e-05	-1.571815e+00	-4.691208e-03
3.883633394067103e-05	-2.724098e+00	-3.574877e-03
3.922695894067102e-05	-3.848781e+00	-2.404778e-03
3.961758394067102e-05	-4.927151e+00	-1.198507e-03
4.000820894067102e-05	-5.940620e+00	2.578912e-05
4.039883394067102e-05	-6.870976e+00	1.249698e-03
4.059414644067102e-05	-7.299473e+00	1.855746e-03
4.078945894067101e-05	-7.700697e+00	2.454810e-03
4.098477144067101e-05	-8.072633e+00	3.044634e-03
4.118008394067101e-05	-8.413366e+00	3.622999e-03
4.137539644067101e-05	-8.721104e+00	4.187728e-03
4.157070894067101e-05	-8.994184e+00	4.736695e-03
4.176602144067101e-05	-9.231100e+00	5.267835e-03
4.196133394067101e-05	-9.430517e+00	5.779148e-03
4.215664644067101e-05	-9.591280e+00	6.268709e-03
4.235195894067101e-05	-9.712420e+00	6.734676e-03
4.254727144067100e-05	-9.793159e+00	7.175295e-03
4.274258394067100e-05	-9.832905e+00	7.588908e-03
4.293789644067100e-05	-9.831240e+00	7.973958e-03
4.313320894067100e-05	-9.787928e+00	8.328997e-03
4.332852144067100e-05	-9.702909e+00	8.652685e-03
4.352383394067100e-05	-9.576310e+00	8.943808e-03
4.371914644067100e-05	-9.408460e+00	9.201269e-03
4.391445894067100e-05	-9.199896e+00	9.424098e-03
4.410977144067099e-05	-8.951369e+00	9.611456e-03
4.430508394067099e-05	-8.663845e+00	9.762639e-03
4.450039644067099e-05	-8.338489e+00	9.877078e-03
4.469570894067099e-05	-7.976660e+00	9.954342e-03
4.489102144067099e-05	-7.579890e+00	9.994140e-03
4.508633394067099e-05	-7.149869e+00	9.996322e-03
4.528164644067099e-05	-6.688424e+00	9.960881e-03
4.567227144067099e-05	-5.679171e+00	9.777800e-03
4.606289644067098e-05	-4.568911e+00	9.447652e-03
4.645352144067098e-05	-3.375668e+00	8.975403e-03
4.664883394067098e-05	-2.753807e+00	8.688129e-03
4.684414644067098e-05	-2.118340e+00	8.368156e-03
4.703945894067098e-05	-1.471725e+00	8.016686e-03
4.723477144067098e-05	-8.164402e-01	7.635043e-03
4.743008394067097e-05	-1.549910e-01	7.224664e-03
4.782070894067097e-05	1.176298e+00	6.323976e-03
4.821133394067097e-05	2.501788e+00	5.328170e-03
4.860195894067097e-05	3.800941e+00	4.252224e-03
4.899258394067097e-05	5.053108e+00	3.112319e-03
4.938320894067096e-05	6.237655e+00	1.925603e-03
4.977383394067096e-05	7.334141e+00	7.099240e-04
4.996914644067096e-05	7.843093e+00	9.692780e-05
5.016445894067096e-05	8.322602e+00	-5.164332e-04
5.035977144067096e-05	8.770312e+00	-1.127850e-03
5.055508394067096e-05	9.183958e+00	-1.735023e-03
5.075039644067095e-05	9.561386e+00	-2.335665e-03
5.094570894067095e-05	9.900583e+00	-2.927516e-03
5.114102144067095e-05	1.019971e+01	-3.508348e-03
5.133633394067095e-05	1.045714e+01	-4.075977e-03
5.153164644067095e-05	1.067155e+01	-4.628263e-03
5.172695894067095e-05	1.084190e+01	-5.163130e-03
5.192227144067095e-05	1.096755e+01	-5.678565e-03
5.211758394067095e-05	1.104816e+01	-6.172626e-03
5.231289644067094e-05	1.108358e+01	-6.643455e-03
5.250820894067094e-05	1.107370e+01	-7.089280e-03
5.270352144067094e-05	1.101831e+01	-7.508422e-03
5.289883394067094e-05	1.091714e+01	-7.899304e-03
5.309414644067094e-05	1.077004e+01	-8.260455e-03
5.328945894067094e-05	1.057712e+01	-8.590516e-03
5.348477144067094e-05	1.033887e+01	-8.888244e-03
5.368008394067094e-05	1.005614e+01	-9.152518e-03
5.387539644067094e-05	9.730121e+00	-9.382345e-03
5.407070894067093e-05	9.362277e+00	-9.576858e-03
5.426602144067093e-05	8.954309e+00	-9.735326e-03
5.446133394067093e-05	8.508106e+00	-9.857153e-03
5.465664644067093e-05	8.025713e+00	-9.941879e-03
5.485195894067093e-05	7.509311e+00	-9.989187e-03
5.504727144067093e-05	6.961185e+00	-9.998897e-03
5.543789644067093e-05	5.779349e+00	-9.905523e-03
5.582852144067092e-05	4.500022e+00	-9.663160e-03
5.621914644067092e-05	3.143788e+00	-9.275454e-03
5.660977144067092e-05	1.731699e+00	-8.748237e-03
5.680508394067092e-05	1.011368e+00	-8.434710e-03
5.700039644067092e-05	2.850906e-01	-8.089438e-03
5.739102144067091e-05	-1.174510e+00	-7.308966e-03
5.778164644067091e-05	-2.625420e+00	-6.418561e-03
5.817227144067091e-05	-4.045808e+00	-5.431615e-03
5.856289644067091e-05	-5.413706e+00	-4.362972e-03
5.895352144067090e-05	-6.707073e+00	-3.228706e-03
5.914883394067090e-05	-7.318927e+00	-2.642264e-03
5.934414644067090e-05	-7.903912e+00	-2.045877e-03
5.953945894067090e-05	-8.459318e+00	-1.441790e-03
5.973477144067090e-05	-8.982462e+00	-8.322762e-04
5.993008394067090e-05	-9.470697e+00	-2.196301e-04
6.012539644067090e-05	-9.921406e+00	3.938426e-04
6.032070894067090e-05	-1.033197e+01	1.005833e-03
6.051602144067090e-05	-1.069975e+01	1.614038e-03
6.071133394067089e-05	-1.102197e+01	2.216168e-03
6.090664644067089e-05	-1.129552e+01	2.809956e-03
6.110195894067090e-05	-1.151672e+01	3.393169e-03
6.129727144067090e-05	-1.168182e+01	3.963611e-03
6.149258394067091e-05	-1.179030e+01	4.519134e-03
6.168789644067092e-05	-1.184956e+01	5.057648e-03
6.188320894067092e-05	-1.187308e+01	5.577127e-03
6.207852144067093e-05	-1.187075e+01	6.075614e-03
6.227383394067093e-05	-1.184138e+01	6.551235e-03
6.246914644067094e-05	-1.177338e+01	7.002197e-03
6.266445894067094e-05	-1.165346e+01	7.426805e-03
6.285977144067095e-05	-1.147556e+01	7.823461e-03
6.305508394067095e-05	-1.124097e+01	8.190671e-03
6.325039644067096e-05	-1.095338e+01	8.527053e-03
6.344570894067097e-05	-1.061615e+01	8.831340e-03
6.364102144067097e-05	-1.023214e+01	9.102389e-03
